payroll_number,first_name,last_name,department,position,job,latest_start_date,job_seniority_date,total_salary,gender,assignment_status,assignment_category,race_ethnicity
417383,Barbette,Been,Research and Development,P964.Department Name.Division Name.07,Editor,2017-03-21,2017-03-21,102579.09,F,Active Assignment,Parttime-Regular,White
787686,Myrtie,Christol,Training,D817.Department Name.Division Name.01,Electrical Engineer,2011-06-08,2011-06-08,52252.71,F,Active Assignment,Fulltime-Regular,American Indian or Alaskan Native
911021,Margot,Baise,Human Resources,C145.Department Name.Division Name.01,Recruiting Manager,2003-02-07,2003-02-07,46973.13,F,Active Assignment,Fulltime-Temporary,Asian
195565,Denise,Millthorpe,Marketing,T113.Department Name.Division Name.04,Chief Design Engineer,2002-01-11,2002-01-11,47895.84,F,Active Assignment,Parttime-Regular,
830190,Skip,Avramovsky,Sales,Y393.Department Name.Division Name.08,Biostatistician III,2015-04-02,2015-04-02,74409.01,M,Active Assignment,Fulltime-Temporary,
249086,Cheryl,Coulter,Legal,U111.Department Name.Division Name.05,Financial Analyst,2005-06-14,2005-06-14,54607.39,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
942692,Gaven,Stares,Marketing,W473.Department Name.Division Name.08,Operator,2005-06-25,2005-06-25,45291.70,M,Active Assignment,Fulltime-Regular,Asian
596187,Clem,Crowley,Sales,W653.Department Name.Division Name.02,Clinical Specialist,2002-05-18,2002-05-18,130843.90,M,Active Assignment,Fulltime-Temporary,Black or African American
901293,Reggi,Pyne,Support,L671.Department Name.Division Name.05,Media Manager I,2001-12-07,2001-12-07,93905.03,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
310201,Addy,Galliford,Business Development,B862.Department Name.Division Name.06,Research Associate,2003-06-01,2003-06-01,139942.08,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
263266,Camella,Twittey,Human Resources,S262.Department Name.Division Name.02,Technical Writer,2016-09-22,2016-09-22,99970.91,F,Active Assignment,Fulltime-Regular,Black or African American
143710,Mimi,Mahood,Human Resources,U553.Department Name.Division Name.06,Electrical Engineer,2011-10-29,2011-10-29,90606.85,F,Active Assignment,Fulltime-Temporary,Black or African American
838525,Clementia,Breffit,Marketing,B333.Department Name.Division Name.06,Safety Technician II,2008-07-29,2008-07-29,127898.79,F,Active Assignment,Parttime-Regular,Black or African American
559799,Keslie,Ferreira,Sales,D372.Department Name.Division Name.04,Office Assistant I,2002-08-18,2002-08-18,138660.45,F,Active Assignment,Parttime-Regular,White
577464,Dannie,Littleproud,Support,I960.Department Name.Division Name.07,Human Resources Assistant II,2004-04-18,2004-04-18,125275.32,M,Active Assignment,Parttime-Regular,
972718,Indira,Dosdale,Marketing,R596.Department Name.Division Name.07,Account Representative I,2010-11-07,2010-11-07,140844.23,F,Active Assignment,Parttime-Regular,Asian
507534,Phyllida,Tick,Business Development,Q947.Department Name.Division Name.05,Occupational Therapist,2007-03-27,2007-03-27,147707.71,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
739241,Kayla,Bertl,Engineering,S570.Department Name.Division Name.04,Financial Analyst,2004-09-12,2004-09-12,123790.52,F,Active Assignment,Fulltime-Regular,Asian
992212,Frants,Bartoloma,Engineering,I359.Department Name.Division Name.01,Analyst Programmer,2008-02-01,2008-02-01,122337.84,M,Active Assignment,Parttime-Regular,Asian
419267,Bing,Baldrey,Product Management,A214.Department Name.Division Name.02,Accountant IV,2001-09-29,2001-09-29,120677.09,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
815077,Zea,Linfoot,Engineering,Z359.Department Name.Division Name.06,Engineer III,2014-04-20,2014-04-20,69217.91,F,Active Assignment,Fulltime-Regular,Black or African American
555272,Emmalynn,Ede,Support,A893.Department Name.Division Name.09,Tax Accountant,2012-08-12,2012-08-12,120332.01,F,Active Assignment,Fulltime-Temporary,White
520634,Ortensia,Gosford,Legal,T271.Department Name.Division Name.06,Desktop Support Technician,2006-08-26,2006-08-26,82132.37,F,Active Assignment,Parttime-Regular,Asian
275010,Christan,Goose,Accounting,X059.Department Name.Division Name.00,Payment Adjustment Coordinator,2010-06-30,2010-06-30,85349.42,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
514582,Allin,Hawkslee,Support,N275.Department Name.Division Name.02,Human Resources Assistant II,2009-04-11,2009-04-11,45661.90,M,Active Assignment,Fulltime-Temporary,White
601254,Thibaud,Downer,Legal,O859.Department Name.Division Name.08,Human Resources Assistant IV,2012-08-05,2012-08-05,48388.11,M,Active Assignment,Fulltime-Regular,Native Hawaiian or Other Pacific
122339,Barnie,Stang-Gjertsen,Accounting,N008.Department Name.Division Name.07,Analyst Programmer,2012-04-02,2012-04-02,103250.15,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
844995,Noam,Roath,Product Management,Y972.Department Name.Division Name.01,VP Product Management,2014-05-10,2014-05-10,47819.55,M,Active Assignment,Fulltime-Regular,White
522932,Almira,Turville,Human Resources,X499.Department Name.Division Name.09,Electrical Engineer,2016-08-25,2016-08-25,44195.49,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
869344,Mamie,Bunton,Research and Development,X271.Department Name.Division Name.05,Developer II,2006-02-25,2006-02-25,41821.70,F,Active Assignment,Fulltime-Regular,Asian
873796,Ramona,Yeell,Engineering,I161.Department Name.Division Name.00,Actuary,2014-07-19,2014-07-19,125601.46,F,Active Assignment,Parttime-Regular,Black or African American
992560,Whitby,Center,Sales,W437.Department Name.Division Name.00,Human Resources Manager,2001-03-14,2001-03-14,62681.90,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
155222,Karlen,Nusche,Research and Development,P188.Department Name.Division Name.07,Programmer Analyst I,2005-08-24,2005-08-24,95697.35,F,Active Assignment,Fulltime-Temporary,Black or African American
447613,Griff,Whaley,Support,G581.Department Name.Division Name.06,Business Systems Development Analyst,2006-01-26,2006-01-26,41231.25,M,Active Assignment,Parttime-Regular,Black or African American
649129,Lutero,Cane,Legal,M530.Department Name.Division Name.07,Statistician II,2004-10-13,2004-10-13,144836.28,M,Active Assignment,Fulltime-Temporary,Asian
871018,Blaire,Handasyde,Legal,L414.Department Name.Division Name.09,Actuary,2009-04-14,2009-04-14,116860.30,F,Active Assignment,Fulltime-Regular,Asian
206031,Chris,Korneluk,Marketing,E156.Department Name.Division Name.09,Occupational Therapist,2002-06-28,2002-06-28,123498.33,M,Active Assignment,Fulltime-Regular,Asian
646124,Ned,Ohm,Research and Development,H241.Department Name.Division Name.06,Operator,2004-02-27,2004-02-27,131221.05,M,Active Assignment,Parttime-Regular,Black or African American
420998,Salvador,Rosenblum,Services,W313.Department Name.Division Name.02,Chemical Engineer,2000-07-26,2000-07-26,45869.21,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
649232,Melba,Osbiston,Accounting,I706.Department Name.Division Name.02,GIS Technical Architect,2010-07-02,2010-07-02,107674.38,F,Active Assignment,Fulltime-Temporary,White
846397,Rodrick,Codman,Accounting,I756.Department Name.Division Name.05,Analyst Programmer,2000-12-12,2000-12-12,103502.60,M,Active Assignment,Parttime-Regular,Black or African American
672373,Olenka,Toffaloni,Support,T154.Department Name.Division Name.09,Health Coach I,2006-07-03,2006-07-03,80446.45,F,Active Assignment,Fulltime-Temporary,Black or African American
548961,Jameson,Prazer,Engineering,H304.Department Name.Division Name.09,Budget/Accounting Analyst III,2005-11-18,2005-11-18,40790.38,M,Active Assignment,Fulltime-Temporary,Black or African American
793307,Torry,O' Hogan,Research and Development,E269.Department Name.Division Name.07,GIS Technical Architect,2010-06-30,2010-06-30,40932.74,M,Active Assignment,Fulltime-Regular,Black or African American
323047,Persis,Grigolon,Training,A156.Department Name.Division Name.05,Research Assistant III,2014-05-07,2014-05-07,93875.64,F,Active Assignment,Fulltime-Regular,Asian
853490,Enid,Regnard,Services,T249.Department Name.Division Name.01,Nurse Practicioner,2006-10-07,2006-10-07,117915.76,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
766002,Lurette,Topp,Support,Z174.Department Name.Division Name.08,Paralegal,2002-01-30,2002-01-30,120150.74,F,Active Assignment,Fulltime-Regular,Black or African American
429919,Charlot,Friberg,Engineering,W304.Department Name.Division Name.02,VP Product Management,2015-08-04,2015-08-04,94695.45,F,Active Assignment,Fulltime-Regular,
568024,Monro,Guiel,Product Management,B821.Department Name.Division Name.02,VP Sales,2012-07-20,2012-07-20,129164.57,M,Active Assignment,Fulltime-Regular,Black or African American
898485,Milty,Upcott,Support,D803.Department Name.Division Name.00,Senior Financial Analyst,2001-09-07,2001-09-07,54421.85,M,Active Assignment,Parttime-Regular,
528876,Delphinia,Toderi,Legal,N275.Department Name.Division Name.01,Web Developer II,2015-09-23,2015-09-23,86233.70,F,Active Assignment,Parttime-Regular,Asian
812584,Cris,Lowndesbrough,Sales,K242.Department Name.Division Name.02,Systems Administrator III,2012-03-12,2012-03-12,121633.11,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
798196,Ben,Sparwell,Engineering,N142.Department Name.Division Name.09,Senior Quality Engineer,2005-11-04,2005-11-04,144434.70,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
698851,Augustine,Djurkovic,Research and Development,L198.Department Name.Division Name.06,Tax Accountant,2010-11-03,2010-11-03,148587.51,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
262143,Perla,Overington,Human Resources,O950.Department Name.Division Name.05,Human Resources Assistant II,2004-10-03,2004-10-03,73384.53,F,Active Assignment,Parttime-Regular,
451403,Ricca,McSkeagan,Training,U838.Department Name.Division Name.03,Help Desk Operator,2008-02-29,2008-02-29,96695.86,F,Active Assignment,Fulltime-Temporary,Asian
779138,Zacharias,Schoales,Product Management,A799.Department Name.Division Name.08,Account Coordinator,2009-05-19,2009-05-19,136788.59,M,Active Assignment,Fulltime-Temporary,
851531,Jolyn,Teece,Research and Development,F652.Department Name.Division Name.04,Technical Writer,2014-08-22,2014-08-22,117768.35,F,Active Assignment,Fulltime-Regular,Asian
214838,Ilyse,Colebrook,Engineering,N849.Department Name.Division Name.01,Web Developer II,2002-07-05,2002-07-05,100262.91,F,Active Assignment,Fulltime-Regular,Black or African American
596027,Andeee,Gorringe,Sales,W804.Department Name.Division Name.05,Product Engineer,2012-07-05,2012-07-05,56773.22,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
872299,Hillel,Allridge,Services,O078.Department Name.Division Name.02,Financial Analyst,2006-11-25,2006-11-25,45453.70,M,Active Assignment,Parttime-Regular,
423131,Randolf,Haine,Marketing,C927.Department Name.Division Name.03,Media Manager III,2014-03-25,2014-03-25,68284.31,M,Active Assignment,Fulltime-Regular,Native Hawaiian or Other Pacific
595263,Catha,Verity,Human Resources,I200.Department Name.Division Name.01,VP Accounting,2014-02-17,2014-02-17,110138.10,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
175625,Cherri,Cassel,Product Management,B775.Department Name.Division Name.05,Quality Control Specialist,2008-10-11,2008-10-11,62069.14,F,Active Assignment,Fulltime-Regular,White
579004,Abdul,Thurlborn,Human Resources,E130.Department Name.Division Name.02,Analyst Programmer,2013-05-09,2013-05-09,65211.53,M,Active Assignment,Parttime-Regular,Black or African American
246093,Ashlin,Pelzer,Marketing,T838.Department Name.Division Name.05,Systems Administrator IV,2017-02-03,2017-02-03,101929.55,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
589139,Gibbie,McGurn,Accounting,K902.Department Name.Division Name.09,Graphic Designer,2006-05-23,2006-05-23,47854.15,M,Active Assignment,Fulltime-Temporary,Asian
739759,Berthe,Savile,Support,P656.Department Name.Division Name.00,VP Marketing,2014-10-30,2014-10-30,125282.03,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
377221,Anastasia,Pauluzzi,Marketing,F569.Department Name.Division Name.00,Recruiting Manager,2014-09-28,2014-09-28,95853.39,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
539498,Jeanette,Brockie,Business Development,Z081.Department Name.Division Name.03,Geological Engineer,2003-11-03,2003-11-03,89677.23,F,Active Assignment,Fulltime-Temporary,Asian
822266,Kristine,Petrasso,Accounting,N368.Department Name.Division Name.02,Media Manager III,2011-02-07,2011-02-07,110175.39,F,Active Assignment,Parttime-Regular,Black or African American
657170,Dale,Lowdeane,Human Resources,T764.Department Name.Division Name.06,Software Test Engineer II,2012-02-29,2012-02-29,92927.23,F,Active Assignment,Parttime-Regular,Black or African American
292150,Jacobo,Yetton,Legal,Z411.Department Name.Division Name.04,Registered Nurse,2012-02-16,2012-02-16,137411.96,M,Active Assignment,Parttime-Regular,
333817,Gleda,Conelly,Marketing,N030.Department Name.Division Name.09,Senior Quality Engineer,2014-08-08,2014-08-08,129728.25,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
968673,Alwyn,Barkhouse,Research and Development,R715.Department Name.Division Name.07,Account Executive,2007-03-03,2007-03-03,95522.16,M,Active Assignment,Fulltime-Regular,American Indian or Alaskan Native
680917,Friedrick,Hazley,Business Development,P622.Department Name.Division Name.01,Recruiting Manager,2004-09-11,2004-09-11,87043.13,M,Active Assignment,Parttime-Regular,Asian
505365,Ruthie,Pawlata,Engineering,U053.Department Name.Division Name.06,Physical Therapy Assistant,2014-11-27,2014-11-27,66117.14,F,Active Assignment,Fulltime-Temporary,Asian
288185,Trey,Glenton,Services,K849.Department Name.Division Name.02,Quality Engineer,2007-01-09,2007-01-09,65427.56,M,Active Assignment,Parttime-Regular,Asian
722834,Urban,Flintuff,Sales,B867.Department Name.Division Name.07,Geologist II,2009-06-24,2009-06-24,85902.55,M,Active Assignment,Parttime-Regular,Asian
583643,Garnet,Ryles,Research and Development,Y956.Department Name.Division Name.03,Senior Editor,2017-01-08,2017-01-08,126310.20,F,Active Assignment,Fulltime-Temporary,White
591706,Corrina,Locks,Engineering,H501.Department Name.Division Name.08,Community Outreach Specialist,2008-10-26,2008-10-26,149001.77,F,Active Assignment,Fulltime-Temporary,Asian
533569,Aryn,Gowrich,Business Development,Z820.Department Name.Division Name.06,Senior Quality Engineer,2008-05-04,2008-05-04,68544.17,F,Active Assignment,Fulltime-Temporary,Asian
202287,Laurice,Hunnybun,Legal,O999.Department Name.Division Name.01,Senior Developer,2009-06-03,2009-06-03,40331.72,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
249709,Holli,Gypson,Business Development,Y303.Department Name.Division Name.00,Geologist III,2008-02-26,2008-02-26,106330.25,F,Active Assignment,Fulltime-Regular,Black or African American
561209,Amelina,Dumbarton,Legal,G965.Department Name.Division Name.00,Sales Associate,2007-06-13,2007-06-13,67703.56,F,Active Assignment,Parttime-Regular,Asian
987318,Annabel,Waker,Services,J543.Department Name.Division Name.02,Internal Auditor,2017-03-30,2017-03-30,135986.90,F,Active Assignment,Fulltime-Temporary,
397693,Lazar,Branch,Sales,H157.Department Name.Division Name.09,Graphic Designer,2005-02-11,2005-02-11,142225.05,M,Active Assignment,Fulltime-Temporary,Black or African American
295249,Nalani,Sephton,Sales,M809.Department Name.Division Name.08,Senior Editor,2016-11-08,2016-11-08,64596.65,F,Active Assignment,Parttime-Regular,Black or African American
693657,Elisha,Hawkeridge,Research and Development,C646.Department Name.Division Name.08,Web Developer II,2009-04-19,2009-04-19,125397.89,F,Active Assignment,Parttime-Regular,Asian
812289,Nessy,Hardware,Product Management,F494.Department Name.Division Name.00,Analyst Programmer,2004-01-28,2004-01-28,129681.47,F,Active Assignment,Parttime-Regular,
247471,Fredericka,Nial,Training,M465.Department Name.Division Name.02,Developer I,2006-08-26,2006-08-26,137741.68,F,Active Assignment,Parttime-Regular,Black or African American
865904,Goldy,Fardon,Product Management,M794.Department Name.Division Name.08,Systems Administrator I,2011-07-26,2011-07-26,124073.78,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
605739,Wallie,Leckenby,Product Management,B103.Department Name.Division Name.02,Physical Therapy Assistant,2000-11-06,2000-11-06,137500.40,F,Active Assignment,Fulltime-Regular,
183087,Renado,Hatherell,Business Development,K286.Department Name.Division Name.07,Dental Hygienist,2006-11-29,2006-11-29,109394.76,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
986084,Yolanthe,Burns,Engineering,I242.Department Name.Division Name.06,Technical Writer,2016-05-17,2016-05-17,69645.25,F,Active Assignment,Fulltime-Temporary,
784780,Van,Bracco,Services,I129.Department Name.Division Name.07,Occupational Therapist,2006-07-04,2006-07-04,106799.04,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
587634,Peyton,Airey,Accounting,B866.Department Name.Division Name.06,Professor,2007-11-18,2007-11-18,74918.59,M,Active Assignment,Fulltime-Temporary,
170635,Dagny,Porch,Product Management,C710.Department Name.Division Name.03,Tax Accountant,2003-07-21,2003-07-21,97775.50,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
182002,Hans,Klimov,Training,V039.Department Name.Division Name.05,Quality Engineer,2012-02-21,2012-02-21,109861.24,M,Active Assignment,Fulltime-Regular,Asian
318917,Elnore,Matzaitis,Training,N313.Department Name.Division Name.01,Programmer Analyst II,2002-10-25,2002-10-25,97408.55,F,Active Assignment,Parttime-Regular,Black or African American
742302,Laura,Van Merwe,Support,M238.Department Name.Division Name.09,Civil Engineer,2001-06-25,2001-06-25,93676.47,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
374522,Myrtie,McNevin,Research and Development,N889.Department Name.Division Name.09,Help Desk Technician,2013-08-12,2013-08-12,149406.97,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
383234,Tandy,Downham,Legal,V031.Department Name.Division Name.04,Budget/Accounting Analyst III,2016-08-06,2016-08-06,87469.87,F,Active Assignment,Fulltime-Regular,Black or African American
863295,Livvie,Goss,Engineering,C205.Department Name.Division Name.02,Account Coordinator,2013-01-02,2013-01-02,137253.83,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
105596,Melly,MacCartair,Sales,F353.Department Name.Division Name.06,Teacher,2011-03-06,2011-03-06,118755.33,F,Active Assignment,Fulltime-Temporary,Black or African American
504736,Bryana,Radnedge,Marketing,H819.Department Name.Division Name.07,Budget/Accounting Analyst II,2006-01-06,2006-01-06,140232.15,F,Active Assignment,Fulltime-Temporary,Black or African American
896804,Marthena,Cromer,Legal,I579.Department Name.Division Name.01,Environmental Tech,2016-10-20,2016-10-20,63476.48,F,Active Assignment,Fulltime-Temporary,Black or African American
806692,Elvina,Mallya,Research and Development,N064.Department Name.Division Name.08,Clinical Specialist,2010-06-23,2010-06-23,104909.17,F,Active Assignment,Parttime-Regular,Black or African American
106047,Alikee,Putterill,Engineering,H342.Department Name.Division Name.02,Operator,2007-09-16,2007-09-16,48529.77,F,Active Assignment,Fulltime-Temporary,White
391908,Jerrold,Schubbert,Engineering,W529.Department Name.Division Name.04,Senior Editor,2002-01-22,2002-01-22,76734.52,M,Active Assignment,Parttime-Regular,Native Hawaiian or Other Pacific
599670,Mitch,Martynov,Research and Development,Y149.Department Name.Division Name.05,Research Assistant I,2008-07-12,2008-07-12,123880.77,M,Active Assignment,Parttime-Regular,
200584,Fran,Eppson,Legal,E438.Department Name.Division Name.03,Staff Scientist,2007-05-14,2007-05-14,105139.23,F,Active Assignment,Parttime-Regular,White
921319,Erick,Tuohy,Training,P003.Department Name.Division Name.02,Nurse,2010-10-23,2010-10-23,80225.01,M,Active Assignment,Fulltime-Regular,
867539,Yasmin,Darling,Product Management,P799.Department Name.Division Name.09,Teacher,2009-12-28,2009-12-28,47116.45,F,Active Assignment,Fulltime-Temporary,White
308063,Lyn,Bankes,Training,A798.Department Name.Division Name.07,Food Chemist,2003-06-26,2003-06-26,46868.88,F,Active Assignment,Parttime-Regular,Black or African American
290888,Zach,Di Ruggero,Research and Development,L154.Department Name.Division Name.09,VP Marketing,2011-03-21,2011-03-21,87454.01,M,Active Assignment,Fulltime-Regular,White
752384,Louella,Dudin,Business Development,U518.Department Name.Division Name.08,Actuary,2002-05-14,2002-05-14,53057.12,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
679792,Reinaldo,Werrit,Training,H078.Department Name.Division Name.00,Assistant Media Planner,2002-11-30,2002-11-30,131191.45,M,Active Assignment,Parttime-Regular,Asian
570266,Olivier,Cooney,Research and Development,V889.Department Name.Division Name.09,Structural Engineer,2011-04-07,2011-04-07,106255.84,M,Active Assignment,Fulltime-Temporary,Black or African American
778033,Keir,Roskilly,Sales,C970.Department Name.Division Name.06,Analyst Programmer,2014-04-14,2014-04-14,100979.82,M,Active Assignment,Fulltime-Regular,Asian
342133,Henrieta,Tennewell,Training,L690.Department Name.Division Name.06,Biostatistician I,2003-02-03,2003-02-03,42778.81,F,Active Assignment,Fulltime-Temporary,Asian
518528,Candi,Stewartson,Legal,N864.Department Name.Division Name.04,Librarian,2002-11-29,2002-11-29,112712.59,F,Active Assignment,Parttime-Regular,Black or African American
860044,Griswold,Besque,Legal,T769.Department Name.Division Name.01,Chief Design Engineer,2006-09-16,2006-09-16,108837.75,M,Active Assignment,Fulltime-Regular,Black or African American
158604,Susi,McCart,Services,M399.Department Name.Division Name.07,Research Assistant III,2010-07-26,2010-07-26,88785.40,F,Active Assignment,Parttime-Regular,Black or African American
294906,Giacopo,Mauro,Product Management,E194.Department Name.Division Name.06,Recruiter,2007-02-09,2007-02-09,40859.95,M,Active Assignment,Fulltime-Temporary,Asian
127981,Gearalt,Rentalll,Human Resources,Q851.Department Name.Division Name.05,Information Systems Manager,2011-01-30,2011-01-30,74356.03,M,Active Assignment,Parttime-Regular,
307083,Annie,Slesser,Sales,Q011.Department Name.Division Name.03,Staff Accountant I,2007-08-20,2007-08-20,81408.76,F,Active Assignment,Fulltime-Temporary,Asian
446862,Daren,Phelips,Engineering,X531.Department Name.Division Name.03,Mechanical Systems Engineer,2016-08-17,2016-08-17,89134.01,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
469229,Sigismund,Meach,Accounting,M884.Department Name.Division Name.04,Help Desk Technician,2015-03-17,2015-03-17,74612.79,M,Active Assignment,Fulltime-Temporary,Black or African American
475231,Emmott,Eddowes,Sales,X544.Department Name.Division Name.02,Pharmacist,2007-11-13,2007-11-13,103267.48,M,Active Assignment,Fulltime-Regular,Asian
801336,Zara,Ewings,Human Resources,N470.Department Name.Division Name.05,Mechanical Systems Engineer,2017-03-24,2017-03-24,82278.27,F,Active Assignment,Fulltime-Regular,White
100842,Cristiano,Extil,Research and Development,E845.Department Name.Division Name.09,Account Coordinator,2007-10-09,2007-10-09,124770.37,M,Active Assignment,Fulltime-Temporary,
792453,Cleve,Spikeings,Sales,O072.Department Name.Division Name.06,Senior Developer,2014-03-06,2014-03-06,114066.50,M,Active Assignment,Parttime-Regular,Black or African American
319987,Whitby,Kinde,Research and Development,I479.Department Name.Division Name.08,Geological Engineer,2001-03-26,2001-03-26,123895.16,M,Active Assignment,Fulltime-Regular,Asian
310775,Stephie,Rayman,Sales,A021.Department Name.Division Name.04,Marketing Assistant,2006-01-03,2006-01-03,114616.52,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
826564,Abraham,Seager,Research and Development,X666.Department Name.Division Name.06,Technical Writer,2002-10-15,2002-10-15,89854.89,M,Active Assignment,Fulltime-Regular,White
748092,Fabien,Cargo,Services,G287.Department Name.Division Name.01,Research Assistant I,2002-07-05,2002-07-05,137536.83,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
955141,Connor,Yegorchenkov,Sales,W327.Department Name.Division Name.01,Research Nurse,2015-01-17,2015-01-17,128898.24,M,Active Assignment,Parttime-Regular,Black or African American
774383,Joachim,Petchell,Support,Q663.Department Name.Division Name.07,Media Manager I,2009-06-21,2009-06-21,58388.34,M,Active Assignment,Parttime-Regular,
284926,Noll,Darrel,Engineering,N731.Department Name.Division Name.08,Research Nurse,2015-05-30,2015-05-30,81126.10,M,Active Assignment,Parttime-Regular,Black or African American
458359,Joyous,Delgardo,Human Resources,A715.Department Name.Division Name.07,Payment Adjustment Coordinator,2014-07-26,2014-07-26,135094.34,F,Active Assignment,Fulltime-Temporary,White
549309,Rochell,Pauleit,Legal,N696.Department Name.Division Name.03,Software Test Engineer III,2010-11-18,2010-11-18,53475.79,F,Active Assignment,Fulltime-Regular,Black or African American
593669,Gino,Stile,Accounting,L450.Department Name.Division Name.08,Teacher,2010-12-05,2010-12-05,53529.95,M,Active Assignment,Parttime-Regular,Black or African American
896401,Davita,Butten,Training,E801.Department Name.Division Name.03,VP Sales,2007-07-24,2007-07-24,148793.76,F,Active Assignment,Fulltime-Temporary,Black or African American
137023,Rowland,Trimble,Legal,B335.Department Name.Division Name.01,Junior Executive,2011-08-01,2011-08-01,69497.04,M,Active Assignment,Fulltime-Regular,
178707,Thibaud,Batterbee,Legal,O594.Department Name.Division Name.04,Developer IV,2003-12-01,2003-12-01,41306.03,M,Active Assignment,Fulltime-Regular,Asian
969304,Pia,Charrisson,Legal,I662.Department Name.Division Name.08,Payment Adjustment Coordinator,2008-12-16,2008-12-16,97412.81,F,Active Assignment,Parttime-Regular,Asian
396633,Cleve,Bartkiewicz,Legal,L849.Department Name.Division Name.01,Structural Analysis Engineer,2008-09-30,2008-09-30,142148.58,M,Active Assignment,Fulltime-Temporary,
701377,Osbert,Dulin,Training,J049.Department Name.Division Name.07,Senior Financial Analyst,2010-12-09,2010-12-09,147733.59,M,Active Assignment,Fulltime-Temporary,Black or African American
275661,Gage,Macauley,Human Resources,K405.Department Name.Division Name.01,Help Desk Operator,2013-12-20,2013-12-20,53094.16,M,Active Assignment,Parttime-Regular,Asian
643362,Roderich,Frawley,Marketing,S484.Department Name.Division Name.01,Pharmacist,2016-06-08,2016-06-08,130493.72,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
226746,Annamarie,Tooker,Human Resources,P172.Department Name.Division Name.05,Database Administrator II,2007-09-16,2007-09-16,110082.19,F,Active Assignment,Fulltime-Regular,White
676786,Amble,Gentiry,Marketing,E038.Department Name.Division Name.07,Media Manager IV,2011-02-11,2011-02-11,124990.17,M,Active Assignment,Fulltime-Temporary,Asian
281141,Nelia,Apdell,Business Development,T551.Department Name.Division Name.07,Tax Accountant,2003-12-18,2003-12-18,112861.71,F,Active Assignment,Fulltime-Regular,
890351,Arty,De Fraine,Services,B903.Department Name.Division Name.04,Administrative Assistant IV,2000-11-18,2000-11-18,62207.82,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
595017,Ilario,Gillopp,Services,K964.Department Name.Division Name.08,Web Designer III,2010-07-25,2010-07-25,111355.55,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
720989,Torrance,Barlthrop,Sales,M776.Department Name.Division Name.06,Database Administrator II,2009-03-04,2009-03-04,112908.00,M,Active Assignment,Parttime-Regular,Native Hawaiian or Other Pacific
176357,Lindy,Chinery,Support,D240.Department Name.Division Name.04,Operator,2013-12-19,2013-12-19,41357.69,M,Active Assignment,Fulltime-Regular,White
381003,Osbourne,Arkcoll,Training,C078.Department Name.Division Name.01,VP Quality Control,2015-02-22,2015-02-22,124474.00,M,Active Assignment,Parttime-Regular,Asian
334021,Rustin,Southerton,Research and Development,O514.Department Name.Division Name.05,Payment Adjustment Coordinator,2016-04-18,2016-04-18,41767.33,M,Active Assignment,Fulltime-Regular,White
924622,Vi,Bendik,Legal,L127.Department Name.Division Name.03,Registered Nurse,2005-06-08,2005-06-08,58240.42,F,Active Assignment,Parttime-Regular,Asian
678628,Zahara,Delucia,Business Development,N588.Department Name.Division Name.09,Data Coordiator,2011-12-06,2011-12-06,60224.44,F,Active Assignment,Fulltime-Temporary,White
298369,Willie,Kleinplac,Support,R574.Department Name.Division Name.08,Community Outreach Specialist,2010-05-14,2010-05-14,88927.19,F,Active Assignment,Fulltime-Temporary,Asian
