Payroll Number,First Name,Last Name,Department,Position,Job Title,Latest Start Date,Job Seniority Date,Total Salary,Gender,Hispanic or Latino of any race,American Indian or Alaskan Native,Asian,Black or African American,Native Hawaiian or Other Pacific,White,Two or More Races,Assignment Status,Assignment Category
289904,Shirline,Kemetz,Sales,N081.Department Name.Division Name.04,Systems Administrator IV,2009-11-02,2009-11-02,119437.11,F,,,,True,True,,,Active Assignment,Parttime-Regular
803913,Hortense,La Vigne,Engineering,J893.Department Name.Division Name.03,Chief Design Engineer,2012-11-29,2012-11-29,139652.14,F,,,,,,True,,Active Assignment,Fulltime-Regular
394801,Marcelia,Coburn,Research and Development,H996.Department Name.Division Name.02,Chemical Engineer,2012-07-12,2012-07-12,109424.43,F,,,,True,,,,Active Assignment,Fulltime-Regular
410670,Gordy,Lyston,Engineering,X275.Department Name.Division Name.01,Account Representative II,2007-08-06,2007-08-06,87407.26,M,,,,,True,True,,Active Assignment,Parttime-Regular
999368,Justinn,Giriardelli,Support,H590.Department Name.Division Name.00,Librarian,2012-10-23,2012-10-23,98071.69,F,,,,True,,True,,Active Assignment,Fulltime-Regular
263155,Ferdy,Pescud,Research and Development,W893.Department Name.Division Name.01,Analyst Programmer,2014-01-27,2014-01-27,51850.10,M,,,,True,,,,Active Assignment,Fulltime-Regular
654636,Pearla,Milvarnie,Legal,S544.Department Name.Division Name.02,Compensation Analyst,2004-08-04,2004-08-04,58471.71,F,,,True,,,True,,Active Assignment,Fulltime-Regular
802838,Dimitry,Gammell,Marketing,P272.Department Name.Division Name.07,Recruiting Manager,2015-05-18,2015-05-18,80411.62,M,,,,,,True,,Active Assignment,Fulltime-Temporary
461882,Orren,Di Nisco,Legal,K377.Department Name.Division Name.00,Compensation Analyst,2001-07-26,2001-07-26,105542.82,M,,,,True,,True,,Active Assignment,Fulltime-Temporary
985795,Alex,Risbrough,Services,F745.Department Name.Division Name.03,Clinical Specialist,2009-09-23,2009-09-23,62422.74,M,,,,True,,True,,Active Assignment,Fulltime-Temporary
152442,Rebe,Leeming,Product Management,A963.Department Name.Division Name.01,Director of Sales,2009-02-07,2009-02-07,59142.11,F,,,True,,,,,Active Assignment,Parttime-Regular
370177,Bartolomeo,Cowpertwait,Marketing,Q013.Department Name.Division Name.06,Statistician II,2012-10-14,2012-10-14,139710.83,M,,,,True,,,,Active Assignment,Fulltime-Regular
284066,Lilas,Koschke,Services,N059.Department Name.Division Name.05,Project Manager,2008-11-08,2008-11-08,52914.50,F,,,,True,,True,,Active Assignment,Fulltime-Regular
334952,Launce,Broad,Services,H604.Department Name.Division Name.09,Marketing Assistant,2015-07-07,2015-07-07,90440.07,M,,,,,,,,Active Assignment,Fulltime-Temporary
512320,Dorise,Rudge,Product Management,N540.Department Name.Division Name.01,VP Accounting,2008-01-14,2008-01-14,93045.43,F,True,,,,,True,,Active Assignment,Parttime-Regular
997811,Lyndsie,Grinin,Human Resources,R860.Department Name.Division Name.02,Speech Pathologist,2005-06-08,2005-06-08,57217.54,F,,,,True,,,,Active Assignment,Fulltime-Regular
863567,Lynnell,Thorp,Legal,T971.Department Name.Division Name.00,Statistician II,2007-01-16,2007-01-16,83694.98,F,,,,,,,,Active Assignment,Fulltime-Temporary
419945,Eduard,Elvey,Engineering,Q352.Department Name.Division Name.00,Data Coordiator,2003-06-25,2003-06-25,139093.95,M,,,,,,True,,Active Assignment,Fulltime-Regular
989852,Rosaline,Bugs,Research and Development,R120.Department Name.Division Name.05,Statistician IV,2017-06-02,2017-06-02,80376.67,F,True,,True,,,,,Active Assignment,Parttime-Regular
629948,Jared,Carstairs,Support,B792.Department Name.Division Name.04,Civil Engineer,2001-11-16,2001-11-16,100794.48,M,True,,,,True,,,Active Assignment,Parttime-Regular
878999,Constantine,Snape,Marketing,G676.Department Name.Division Name.01,Financial Advisor,2006-11-14,2006-11-14,86141.94,M,True,,True,True,,True,,Active Assignment,Parttime-Regular
733775,Marjorie,Andresen,Accounting,Q436.Department Name.Division Name.09,Programmer Analyst III,2009-08-18,2009-08-18,124439.40,F,,,,,,True,,Active Assignment,Parttime-Regular
210180,Shaine,Jaspar,Research and Development,X876.Department Name.Division Name.08,Health Coach I,2010-06-15,2010-06-15,92845.68,M,,,True,,,True,,Active Assignment,Parttime-Regular
266126,Mela,Clynter,Sales,S229.Department Name.Division Name.04,Project Manager,2003-11-22,2003-11-22,40893.43,F,,,,True,,True,,Active Assignment,Parttime-Regular
213822,Butch,Leathley,Sales,R672.Department Name.Division Name.08,Administrative Officer,2010-11-18,2010-11-18,93005.33,M,,,True,,,,,Active Assignment,Parttime-Regular
569623,Adela,Couper,Services,L210.Department Name.Division Name.03,Analog Circuit Design manager,2010-09-26,2010-09-26,92265.56,F,,,True,True,,,,Active Assignment,Fulltime-Temporary
417383,Barbette,Been,Research and Development,P964.Department Name.Division Name.07,Editor,2017-03-21,2017-03-21,102579.09,F,,,,,,True,,Active Assignment,Parttime-Regular
787686,Myrtie,Christol,Training,D817.Department Name.Division Name.01,Electrical Engineer,2011-06-08,2011-06-08,52252.71,F,,True,True,True,,,,Active Assignment,Fulltime-Regular
911021,Margot,Baise,Human Resources,C145.Department Name.Division Name.01,Recruiting Manager,2003-02-07,2003-02-07,46973.13,F,,,True,,,True,,Active Assignment,Fulltime-Temporary
195565,Denise,Millthorpe,Marketing,T113.Department Name.Division Name.04,Chief Design Engineer,2002-01-11,2002-01-11,47895.84,F,,,,,,,,Active Assignment,Parttime-Regular
830190,Skip,Avramovsky,Sales,Y393.Department Name.Division Name.08,Biostatistician III,2015-04-02,2015-04-02,74409.01,M,,,,,,,,Active Assignment,Fulltime-Temporary
249086,Cheryl,Coulter,Legal,U111.Department Name.Division Name.05,Financial Analyst,2005-06-14,2005-06-14,54607.39,F,True,,True,True,,True,,Active Assignment,Fulltime-Temporary
942692,Gaven,Stares,Marketing,W473.Department Name.Division Name.08,Operator,2005-06-25,2005-06-25,45291.70,M,,,True,True,,,,Active Assignment,Fulltime-Regular
596187,Clem,Crowley,Sales,W653.Department Name.Division Name.02,Clinical Specialist,2002-05-18,2002-05-18,130843.90,M,,,,True,,True,,Active Assignment,Fulltime-Temporary
901293,Reggi,Pyne,Support,L671.Department Name.Division Name.05,Media Manager I,2001-12-07,2001-12-07,93905.03,F,True,,,,,True,,Active Assignment,Fulltime-Temporary
310201,Addy,Galliford,Business Development,B862.Department Name.Division Name.06,Research Associate,2003-06-01,2003-06-01,139942.08,M,True,,,True,,True,,Active Assignment,Fulltime-Temporary
263266,Camella,Twittey,Human Resources,S262.Department Name.Division Name.02,Technical Writer,2016-09-22,2016-09-22,99970.91,F,,,,True,,,,Active Assignment,Fulltime-Regular
143710,Mimi,Mahood,Human Resources,U553.Department Name.Division Name.06,Electrical Engineer,2011-10-29,2011-10-29,90606.85,F,,,,True,,True,,Active Assignment,Fulltime-Temporary
838525,Clementia,Breffit,Marketing,B333.Department Name.Division Name.06,Safety Technician II,2008-07-29,2008-07-29,127898.79,F,,,,True,,True,,Active Assignment,Parttime-Regular
559799,Keslie,Ferreira,Sales,D372.Department Name.Division Name.04,Office Assistant I,2002-08-18,2002-08-18,138660.45,F,,,,,,True,,Active Assignment,Parttime-Regular
577464,Dannie,Littleproud,Support,I960.Department Name.Division Name.07,Human Resources Assistant II,2004-04-18,2004-04-18,125275.32,M,,,,,,,,Active Assignment,Parttime-Regular
972718,Indira,Dosdale,Marketing,R596.Department Name.Division Name.07,Account Representative I,2010-11-07,2010-11-07,140844.23,F,,,True,True,,,,Active Assignment,Parttime-Regular
507534,Phyllida,Tick,Business Development,Q947.Department Name.Division Name.05,Occupational Therapist,2007-03-27,2007-03-27,147707.71,F,True,,True,,,True,,Active Assignment,Parttime-Regular
739241,Kayla,Bertl,Engineering,S570.Department Name.Division Name.04,Financial Analyst,2004-09-12,2004-09-12,123790.52,F,,,True,True,,True,,Active Assignment,Fulltime-Regular
992212,Frants,Bartoloma,Engineering,I359.Department Name.Division Name.01,Analyst Programmer,2008-02-01,2008-02-01,122337.84,M,,,True,,,,,Active Assignment,Parttime-Regular
419267,Bing,Baldrey,Product Management,A214.Department Name.Division Name.02,Accountant IV,2001-09-29,2001-09-29,120677.09,M,True,,,,,True,,Active Assignment,Fulltime-Temporary
815077,Zea,Linfoot,Engineering,Z359.Department Name.Division Name.06,Engineer III,2014-04-20,2014-04-20,69217.91,F,,,,True,,,,Active Assignment,Fulltime-Regular
555272,Emmalynn,Ede,Support,A893.Department Name.Division Name.09,Tax Accountant,2012-08-12,2012-08-12,120332.01,F,,,,,,True,,Active Assignment,Fulltime-Temporary
520634,Ortensia,Gosford,Legal,T271.Department Name.Division Name.06,Desktop Support Technician,2006-08-26,2006-08-26,82132.37,F,,,True,True,,True,,Active Assignment,Parttime-Regular
275010,Christan,Goose,Accounting,X059.Department Name.Division Name.00,Payment Adjustment Coordinator,2010-06-30,2010-06-30,85349.42,F,True,,True,,,,,Active Assignment,Parttime-Regular
514582,Allin,Hawkslee,Support,N275.Department Name.Division Name.02,Human Resources Assistant II,2009-04-11,2009-04-11,45661.90,M,,,,,,True,,Active Assignment,Fulltime-Temporary
601254,Thibaud,Downer,Legal,O859.Department Name.Division Name.08,Human Resources Assistant IV,2012-08-05,2012-08-05,48388.11,M,,,,,True,True,,Active Assignment,Fulltime-Regular
122339,Barnie,Stang-Gjertsen,Accounting,N008.Department Name.Division Name.07,Analyst Programmer,2012-04-02,2012-04-02,103250.15,M,True,,,True,,,,Active Assignment,Fulltime-Temporary
844995,Noam,Roath,Product Management,Y972.Department Name.Division Name.01,VP Product Management,2014-05-10,2014-05-10,47819.55,M,,,,,,True,,Active Assignment,Fulltime-Regular
522932,Almira,Turville,Human Resources,X499.Department Name.Division Name.09,Electrical Engineer,2016-08-25,2016-08-25,44195.49,F,True,,True,True,,True,,Active Assignment,Fulltime-Temporary
869344,Mamie,Bunton,Research and Development,X271.Department Name.Division Name.05,Developer II,2006-02-25,2006-02-25,41821.70,F,,,True,True,True,,,Active Assignment,Fulltime-Regular
873796,Ramona,Yeell,Engineering,I161.Department Name.Division Name.00,Actuary,2014-07-19,2014-07-19,125601.46,F,,,,True,True,,,Active Assignment,Parttime-Regular
992560,Whitby,Center,Sales,W437.Department Name.Division Name.00,Human Resources Manager,2001-03-14,2001-03-14,62681.90,M,True,,True,True,,,,Active Assignment,Fulltime-Regular
155222,Karlen,Nusche,Research and Development,P188.Department Name.Division Name.07,Programmer Analyst I,2005-08-24,2005-08-24,95697.35,F,,,,True,,True,,Active Assignment,Fulltime-Temporary
447613,Griff,Whaley,Support,G581.Department Name.Division Name.06,Business Systems Development Analyst,2006-01-26,2006-01-26,41231.25,M,,,,True,,,,Active Assignment,Parttime-Regular
649129,Lutero,Cane,Legal,M530.Department Name.Division Name.07,Statistician II,2004-10-13,2004-10-13,144836.28,M,,,True,True,,,,Active Assignment,Fulltime-Temporary
871018,Blaire,Handasyde,Legal,L414.Department Name.Division Name.09,Actuary,2009-04-14,2009-04-14,116860.30,F,,,True,True,,True,,Active Assignment,Fulltime-Regular
206031,Chris,Korneluk,Marketing,E156.Department Name.Division Name.09,Occupational Therapist,2002-06-28,2002-06-28,123498.33,M,,,True,,,True,,Active Assignment,Fulltime-Regular
646124,Ned,Ohm,Research and Development,H241.Department Name.Division Name.06,Operator,2004-02-27,2004-02-27,131221.05,M,,,,True,,,,Active Assignment,Parttime-Regular
420998,Salvador,Rosenblum,Services,W313.Department Name.Division Name.02,Chemical Engineer,2000-07-26,2000-07-26,45869.21,M,True,,,,,True,,Active Assignment,Fulltime-Temporary
649232,Melba,Osbiston,Accounting,I706.Department Name.Division Name.02,GIS Technical Architect,2010-07-02,2010-07-02,107674.38,F,,,,,,True,,Active Assignment,Fulltime-Temporary
846397,Rodrick,Codman,Accounting,I756.Department Name.Division Name.05,Analyst Programmer,2000-12-12,2000-12-12,103502.60,M,,,,True,,True,,Active Assignment,Parttime-Regular
672373,Olenka,Toffaloni,Support,T154.Department Name.Division Name.09,Health Coach I,2006-07-03,2006-07-03,80446.45,F,,,,True,,True,,Active Assignment,Fulltime-Temporary
548961,Jameson,Prazer,Engineering,H304.Department Name.Division Name.09,Budget/Accounting Analyst III,2005-11-18,2005-11-18,40790.38,M,,,,True,,,,Active Assignment,Fulltime-Temporary
793307,Torry,O' Hogan,Research and Development,E269.Department Name.Division Name.07,GIS Technical Architect,2010-06-30,2010-06-30,40932.74,M,,,,True,,True,,Active Assignment,Fulltime-Regular
323047,Persis,Grigolon,Training,A156.Department Name.Division Name.05,Research Assistant III,2014-05-07,2014-05-07,93875.64,F,,,True,True,,True,,Active Assignment,Fulltime-Regular
853490,Enid,Regnard,Services,T249.Department Name.Division Name.01,Nurse Practicioner,2006-10-07,2006-10-07,117915.76,F,True,,,True,,,,Active Assignment,Fulltime-Temporary
766002,Lurette,Topp,Support,Z174.Department Name.Division Name.08,Paralegal,2002-01-30,2002-01-30,120150.74,F,,,,True,,,,Active Assignment,Fulltime-Regular
429919,Charlot,Friberg,Engineering,W304.Department Name.Division Name.02,VP Product Management,2015-08-04,2015-08-04,94695.45,F,,,,,,,,Active Assignment,Fulltime-Regular
568024,Monro,Guiel,Product Management,B821.Department Name.Division Name.02,VP Sales,2012-07-20,2012-07-20,129164.57,M,,,,True,,True,,Active Assignment,Fulltime-Regular
898485,Milty,Upcott,Support,D803.Department Name.Division Name.00,Senior Financial Analyst,2001-09-07,2001-09-07,54421.85,M,,,,,,,,Active Assignment,Parttime-Regular
528876,Delphinia,Toderi,Legal,N275.Department Name.Division Name.01,Web Developer II,2015-09-23,2015-09-23,86233.70,F,,,True,,,True,,Active Assignment,Parttime-Regular
812584,Cris,Lowndesbrough,Sales,K242.Department Name.Division Name.02,Systems Administrator III,2012-03-12,2012-03-12,121633.11,F,True,,True,True,,True,,Active Assignment,Fulltime-Regular
798196,Ben,Sparwell,Engineering,N142.Department Name.Division Name.09,Senior Quality Engineer,2005-11-04,2005-11-04,144434.70,M,True,,,True,,True,,Active Assignment,Fulltime-Temporary
698851,Augustine,Djurkovic,Research and Development,L198.Department Name.Division Name.06,Tax Accountant,2010-11-03,2010-11-03,148587.51,M,True,True,,,,,,Active Assignment,Parttime-Regular
262143,Perla,Overington,Human Resources,O950.Department Name.Division Name.05,Human Resources Assistant II,2004-10-03,2004-10-03,73384.53,F,,,,,,,,Active Assignment,Parttime-Regular
451403,Ricca,McSkeagan,Training,U838.Department Name.Division Name.03,Help Desk Operator,2008-02-29,2008-02-29,96695.86,F,,,True,True,,,,Active Assignment,Fulltime-Temporary
779138,Zacharias,Schoales,Product Management,A799.Department Name.Division Name.08,Account Coordinator,2009-05-19,2009-05-19,136788.59,M,,,,,,,,Active Assignment,Fulltime-Temporary
851531,Jolyn,Teece,Research and Development,F652.Department Name.Division Name.04,Technical Writer,2014-08-22,2014-08-22,117768.35,F,,,True,True,,True,,Active Assignment,Fulltime-Regular
214838,Ilyse,Colebrook,Engineering,N849.Department Name.Division Name.01,Web Developer II,2002-07-05,2002-07-05,100262.91,F,,,,True,,,,Active Assignment,Fulltime-Regular
596027,Andeee,Gorringe,Sales,W804.Department Name.Division Name.05,Product Engineer,2012-07-05,2012-07-05,56773.22,F,True,,,,,True,,Active Assignment,Fulltime-Regular
872299,Hillel,Allridge,Services,O078.Department Name.Division Name.02,Financial Analyst,2006-11-25,2006-11-25,45453.70,M,,,,,,,,Active Assignment,Parttime-Regular
423131,Randolf,Haine,Marketing,C927.Department Name.Division Name.03,Media Manager III,2014-03-25,2014-03-25,68284.31,M,,,,,True,,,Active Assignment,Fulltime-Regular
595263,Catha,Verity,Human Resources,I200.Department Name.Division Name.01,VP Accounting,2014-02-17,2014-02-17,110138.10,F,True,,,,,True,,Active Assignment,Fulltime-Regular
175625,Cherri,Cassel,Product Management,B775.Department Name.Division Name.05,Quality Control Specialist,2008-10-11,2008-10-11,62069.14,F,,,,,,True,,Active Assignment,Fulltime-Regular
579004,Abdul,Thurlborn,Human Resources,E130.Department Name.Division Name.02,Analyst Programmer,2013-05-09,2013-05-09,65211.53,M,,,,True,,,,Active Assignment,Parttime-Regular
246093,Ashlin,Pelzer,Marketing,T838.Department Name.Division Name.05,Systems Administrator IV,2017-02-03,2017-02-03,101929.55,M,True,,,,,True,,Active Assignment,Parttime-Regular
589139,Gibbie,McGurn,Accounting,K902.Department Name.Division Name.09,Graphic Designer,2006-05-23,2006-05-23,47854.15,M,,,True,,,True,,Active Assignment,Fulltime-Temporary
739759,Berthe,Savile,Support,P656.Department Name.Division Name.00,VP Marketing,2014-10-30,2014-10-30,125282.03,F,True,,,,,True,,Active Assignment,Fulltime-Regular
377221,Anastasia,Pauluzzi,Marketing,F569.Department Name.Division Name.00,Recruiting Manager,2014-09-28,2014-09-28,95853.39,F,True,,,,True,True,,Active Assignment,Fulltime-Regular
539498,Jeanette,Brockie,Business Development,Z081.Department Name.Division Name.03,Geological Engineer,2003-11-03,2003-11-03,89677.23,F,,,True,,,True,True,Active Assignment,Fulltime-Temporary
822266,Kristine,Petrasso,Accounting,N368.Department Name.Division Name.02,Media Manager III,2011-02-07,2011-02-07,110175.39,F,,,,True,,True,,Active Assignment,Parttime-Regular
657170,Dale,Lowdeane,Human Resources,T764.Department Name.Division Name.06,Software Test Engineer II,2012-02-29,2012-02-29,92927.23,F,,,,True,,,,Active Assignment,Parttime-Regular
292150,Jacobo,Yetton,Legal,Z411.Department Name.Division Name.04,Registered Nurse,2012-02-16,2012-02-16,137411.96,M,,,,,,,,Active Assignment,Parttime-Regular
333817,Gleda,Conelly,Marketing,N030.Department Name.Division Name.09,Senior Quality Engineer,2014-08-08,2014-08-08,129728.25,F,True,,,,,True,,Active Assignment,Fulltime-Temporary
968673,Alwyn,Barkhouse,Research and Development,R715.Department Name.Division Name.07,Account Executive,2007-03-03,2007-03-03,95522.16,M,,True,,True,,,,Active Assignment,Fulltime-Regular
680917,Friedrick,Hazley,Business Development,P622.Department Name.Division Name.01,Recruiting Manager,2004-09-11,2004-09-11,87043.13,M,,,True,True,,True,,Active Assignment,Parttime-Regular
505365,Ruthie,Pawlata,Engineering,U053.Department Name.Division Name.06,Physical Therapy Assistant,2014-11-27,2014-11-27,66117.14,F,,,True,,,,,Active Assignment,Fulltime-Temporary
288185,Trey,Glenton,Services,K849.Department Name.Division Name.02,Quality Engineer,2007-01-09,2007-01-09,65427.56,M,,,True,,,,,Active Assignment,Parttime-Regular
722834,Urban,Flintuff,Sales,B867.Department Name.Division Name.07,Geologist II,2009-06-24,2009-06-24,85902.55,M,,,True,,,True,True,Active Assignment,Parttime-Regular
583643,Garnet,Ryles,Research and Development,Y956.Department Name.Division Name.03,Senior Editor,2017-01-08,2017-01-08,126310.20,F,,,,,,True,,Active Assignment,Fulltime-Temporary
591706,Corrina,Locks,Engineering,H501.Department Name.Division Name.08,Community Outreach Specialist,2008-10-26,2008-10-26,149001.77,F,,,True,,,True,,Active Assignment,Fulltime-Temporary
533569,Aryn,Gowrich,Business Development,Z820.Department Name.Division Name.06,Senior Quality Engineer,2008-05-04,2008-05-04,68544.17,F,,,True,True,,True,,Active Assignment,Fulltime-Temporary
202287,Laurice,Hunnybun,Legal,O999.Department Name.Division Name.01,Senior Developer,2009-06-03,2009-06-03,40331.72,F,True,,True,True,,,,Active Assignment,Parttime-Regular
249709,Holli,Gypson,Business Development,Y303.Department Name.Division Name.00,Geologist III,2008-02-26,2008-02-26,106330.25,F,,,,True,True,True,,Active Assignment,Fulltime-Regular
561209,Amelina,Dumbarton,Legal,G965.Department Name.Division Name.00,Sales Associate,2007-06-13,2007-06-13,67703.56,F,,,True,,,,,Active Assignment,Parttime-Regular
987318,Annabel,Waker,Services,J543.Department Name.Division Name.02,Internal Auditor,2017-03-30,2017-03-30,135986.90,F,,,,,,,,Active Assignment,Fulltime-Temporary
397693,Lazar,Branch,Sales,H157.Department Name.Division Name.09,Graphic Designer,2005-02-11,2005-02-11,142225.05,M,,,,True,,,,Active Assignment,Fulltime-Temporary
295249,Nalani,Sephton,Sales,M809.Department Name.Division Name.08,Senior Editor,2016-11-08,2016-11-08,64596.65,F,,,,True,True,True,,Active Assignment,Parttime-Regular
693657,Elisha,Hawkeridge,Research and Development,C646.Department Name.Division Name.08,Web Developer II,2009-04-19,2009-04-19,125397.89,F,,,True,,,,,Active Assignment,Parttime-Regular
812289,Nessy,Hardware,Product Management,F494.Department Name.Division Name.00,Analyst Programmer,2004-01-28,2004-01-28,129681.47,F,,,,,,,,Active Assignment,Parttime-Regular
247471,Fredericka,Nial,Training,M465.Department Name.Division Name.02,Developer I,2006-08-26,2006-08-26,137741.68,F,,,,True,,,,Active Assignment,Parttime-Regular
865904,Goldy,Fardon,Product Management,M794.Department Name.Division Name.08,Systems Administrator I,2011-07-26,2011-07-26,124073.78,F,True,,,True,,,,Active Assignment,Fulltime-Regular
605739,Wallie,Leckenby,Product Management,B103.Department Name.Division Name.02,Physical Therapy Assistant,2000-11-06,2000-11-06,137500.40,F,,,,,,,,Active Assignment,Fulltime-Regular
183087,Renado,Hatherell,Business Development,K286.Department Name.Division Name.07,Dental Hygienist,2006-11-29,2006-11-29,109394.76,M,True,,,True,,True,,Active Assignment,Parttime-Regular
986084,Yolanthe,Burns,Engineering,I242.Department Name.Division Name.06,Technical Writer,2016-05-17,2016-05-17,69645.25,F,,,,,,,,Active Assignment,Fulltime-Temporary
784780,Van,Bracco,Services,I129.Department Name.Division Name.07,Occupational Therapist,2006-07-04,2006-07-04,106799.04,M,True,,,True,,True,,Active Assignment,Parttime-Regular
587634,Peyton,Airey,Accounting,B866.Department Name.Division Name.06,Professor,2007-11-18,2007-11-18,74918.59,M,,,,,,,,Active Assignment,Fulltime-Temporary
170635,Dagny,Porch,Product Management,C710.Department Name.Division Name.03,Tax Accountant,2003-07-21,2003-07-21,97775.50,M,True,,,,,,True,Active Assignment,Fulltime-Temporary
182002,Hans,Klimov,Training,V039.Department Name.Division Name.05,Quality Engineer,2012-02-21,2012-02-21,109861.24,M,,,True,True,,,,Active Assignment,Fulltime-Regular
318917,Elnore,Matzaitis,Training,N313.Department Name.Division Name.01,Programmer Analyst II,2002-10-25,2002-10-25,97408.55,F,,,,True,,,,Active Assignment,Parttime-Regular
742302,Laura,Van Merwe,Support,M238.Department Name.Division Name.09,Civil Engineer,2001-06-25,2001-06-25,93676.47,F,True,,True,True,,,,Active Assignment,Parttime-Regular
374522,Myrtie,McNevin,Research and Development,N889.Department Name.Division Name.09,Help Desk Technician,2013-08-12,2013-08-12,149406.97,F,True,,,,,,,Active Assignment,Fulltime-Regular
383234,Tandy,Downham,Legal,V031.Department Name.Division Name.04,Budget/Accounting Analyst III,2016-08-06,2016-08-06,87469.87,F,,,,True,,True,,Active Assignment,Fulltime-Regular
863295,Livvie,Goss,Engineering,C205.Department Name.Division Name.02,Account Coordinator,2013-01-02,2013-01-02,137253.83,F,True,,,,,True,,Active Assignment,Fulltime-Temporary
105596,Melly,MacCartair,Sales,F353.Department Name.Division Name.06,Teacher,2011-03-06,2011-03-06,118755.33,F,,,,True,,True,,Active Assignment,Fulltime-Temporary
504736,Bryana,Radnedge,Marketing,H819.Department Name.Division Name.07,Budget/Accounting Analyst II,2006-01-06,2006-01-06,140232.15,F,,,,True,True,True,,Active Assignment,Fulltime-Temporary
896804,Marthena,Cromer,Legal,I579.Department Name.Division Name.01,Environmental Tech,2016-10-20,2016-10-20,63476.48,F,,,,True,,True,,Active Assignment,Fulltime-Temporary
806692,Elvina,Mallya,Research and Development,N064.Department Name.Division Name.08,Clinical Specialist,2010-06-23,2010-06-23,104909.17,F,,,,True,,,,Active Assignment,Parttime-Regular
106047,Alikee,Putterill,Engineering,H342.Department Name.Division Name.02,Operator,2007-09-16,2007-09-16,48529.77,F,,,,,,True,,Active Assignment,Fulltime-Temporary
391908,Jerrold,Schubbert,Engineering,W529.Department Name.Division Name.04,Senior Editor,2002-01-22,2002-01-22,76734.52,M,,,,,True,True,,Active Assignment,Parttime-Regular
599670,Mitch,Martynov,Research and Development,Y149.Department Name.Division Name.05,Research Assistant I,2008-07-12,2008-07-12,123880.77,M,,,,,,,,Active Assignment,Parttime-Regular
200584,Fran,Eppson,Legal,E438.Department Name.Division Name.03,Staff Scientist,2007-05-14,2007-05-14,105139.23,F,,,,,,True,,Active Assignment,Parttime-Regular
921319,Erick,Tuohy,Training,P003.Department Name.Division Name.02,Nurse,2010-10-23,2010-10-23,80225.01,M,,,,,,,,Active Assignment,Fulltime-Regular
867539,Yasmin,Darling,Product Management,P799.Department Name.Division Name.09,Teacher,2009-12-28,2009-12-28,47116.45,F,,,,,,True,,Active Assignment,Fulltime-Temporary
308063,Lyn,Bankes,Training,A798.Department Name.Division Name.07,Food Chemist,2003-06-26,2003-06-26,46868.88,F,,,,True,,True,,Active Assignment,Parttime-Regular
290888,Zach,Di Ruggero,Research and Development,L154.Department Name.Division Name.09,VP Marketing,2011-03-21,2011-03-21,87454.01,M,,,,,,True,,Active Assignment,Fulltime-Regular
752384,Louella,Dudin,Business Development,U518.Department Name.Division Name.08,Actuary,2002-05-14,2002-05-14,53057.12,F,True,,,True,True,True,,Active Assignment,Parttime-Regular
679792,Reinaldo,Werrit,Training,H078.Department Name.Division Name.00,Assistant Media Planner,2002-11-30,2002-11-30,131191.45,M,,,True,True,,,,Active Assignment,Parttime-Regular
570266,Olivier,Cooney,Research and Development,V889.Department Name.Division Name.09,Structural Engineer,2011-04-07,2011-04-07,106255.84,M,,,,True,,,,Active Assignment,Fulltime-Temporary
778033,Keir,Roskilly,Sales,C970.Department Name.Division Name.06,Analyst Programmer,2014-04-14,2014-04-14,100979.82,M,,,True,True,,True,,Active Assignment,Fulltime-Regular
342133,Henrieta,Tennewell,Training,L690.Department Name.Division Name.06,Biostatistician I,2003-02-03,2003-02-03,42778.81,F,,,True,,,,,Active Assignment,Fulltime-Temporary
518528,Candi,Stewartson,Legal,N864.Department Name.Division Name.04,Librarian,2002-11-29,2002-11-29,112712.59,F,,,,True,True,True,,Active Assignment,Parttime-Regular
860044,Griswold,Besque,Legal,T769.Department Name.Division Name.01,Chief Design Engineer,2006-09-16,2006-09-16,108837.75,M,,,,True,,True,,Active Assignment,Fulltime-Regular
158604,Susi,McCart,Services,M399.Department Name.Division Name.07,Research Assistant III,2010-07-26,2010-07-26,88785.40,F,,,,True,,True,,Active Assignment,Parttime-Regular
294906,Giacopo,Mauro,Product Management,E194.Department Name.Division Name.06,Recruiter,2007-02-09,2007-02-09,40859.95,M,,,True,,,True,,Active Assignment,Fulltime-Temporary
127981,Gearalt,Rentalll,Human Resources,Q851.Department Name.Division Name.05,Information Systems Manager,2011-01-30,2011-01-30,74356.03,M,,,,,,,,Active Assignment,Parttime-Regular
307083,Annie,Slesser,Sales,Q011.Department Name.Division Name.03,Staff Accountant I,2007-08-20,2007-08-20,81408.76,F,,,True,True,,True,,Active Assignment,Fulltime-Temporary
446862,Daren,Phelips,Engineering,X531.Department Name.Division Name.03,Mechanical Systems Engineer,2016-08-17,2016-08-17,89134.01,M,True,,,,,True,,Active Assignment,Parttime-Regular
469229,Sigismund,Meach,Accounting,M884.Department Name.Division Name.04,Help Desk Technician,2015-03-17,2015-03-17,74612.79,M,,,,True,,,,Active Assignment,Fulltime-Temporary
475231,Emmott,Eddowes,Sales,X544.Department Name.Division Name.02,Pharmacist,2007-11-13,2007-11-13,103267.48,M,,,True,,,,,Active Assignment,Fulltime-Regular
801336,Zara,Ewings,Human Resources,N470.Department Name.Division Name.05,Mechanical Systems Engineer,2017-03-24,2017-03-24,82278.27,F,,,,,,True,,Active Assignment,Fulltime-Regular
